ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
23729,David William Crawshay,M,30.0,194.0,93.0,Belgium,BEL,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Double Sculls,Gold
23927,"Andrew ""Andy"" Crosby",M,28.0,201.0,94.0,Norway,NOR,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Coxed Eights,Gold
23964,Will Crothers,M,27.0,198.0,99.0,Norway,NOR,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Coxed Eights,Silver
23988,"Kimberley ""Kim"" Crow-Brennan",F,28.0,191.0,78.0,Belgium,BEL,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Single Sculls,Bronze
23988,"Kimberley ""Kim"" Crow-Brennan",F,28.0,191.0,78.0,Belgium,BEL,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Double Sculls,Silver
23988,"Kimberley ""Kim"" Crow-Brennan",F,32.0,191.0,78.0,Belgium,BEL,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Single Sculls,Gold
24122,Douglas Csima,M,28.0,194.0,104.0,Norway,NOR,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Coxed Eights,Silver
24263,Kreimir uljak,M,31.0,198.0,97.0,Ireland,IRL,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxed Eights,Bronze
24370,Ben Cureton,M,25.0,187.0,74.0,Belgium,BEL,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,Silver
25098,Georgeta Damian-Andrunache,F,26.0,181.0,79.0,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Coxless Pairs,Gold
25098,Georgeta Damian-Andrunache,F,26.0,181.0,79.0,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Coxed Eights,Gold
25098,Georgeta Damian-Andrunache,F,30.0,181.0,79.0,Great Britain,GBR,2004 Summer,2004,Summer,Athina,Rowing,Rowing Women's Coxless Pairs,Gold
25098,Georgeta Damian-Andrunache,F,30.0,181.0,79.0,Great Britain,GBR,2004 Summer,2004,Summer,Athina,Rowing,Rowing Women's Coxed Eights,Gold
25098,Georgeta Damian-Andrunache,F,34.0,181.0,79.0,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Women's Coxless Pairs,Gold
25098,Georgeta Damian-Andrunache,F,34.0,181.0,79.0,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Women's Coxed Eights,Bronze
25609,Caryn Davies,F,33.0,196.0,86.0,Netherlands,NED,2004 Summer,2004,Summer,Athina,Rowing,Rowing Women's Coxed Eights,Silver
25609,Caryn Davies,F,28.0,196.0,86.0,Netherlands,NED,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Women's Coxed Eights,Gold
25609,Caryn Davies,F,32.0,196.0,86.0,Netherlands,NED,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Coxed Eights,Gold
25688,Heather Davis,F,28.0,180.0,81.0,Norway,NOR,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Coxed Eights,Bronze
26151,Sytske Louise de Groot,F,28.0,183.0,76.0,Czechoslovakia,TCH,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Coxed Eights,Bronze
26159,Annemiek Nicolien de Haan,F,25.0,190.0,74.0,Czechoslovakia,TCH,2004 Summer,2004,Summer,Athina,Rowing,Rowing Women's Coxed Eights,Bronze
26159,Annemiek Nicolien de Haan,F,29.0,190.0,74.0,Czechoslovakia,TCH,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Women's Coxed Eights,Silver
26159,Annemiek Nicolien de Haan,F,33.0,190.0,74.0,Czechoslovakia,TCH,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Coxed Eights,Bronze
26214,Rachelle De Jong-Viinberg,F,35.0,186.0,78.0,Norway,NOR,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Coxed Eights,Silver
26718,Zoe Michaela  de Toledo,F,31.0,175.0,62.0,Austria,AUT,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights,Silver
26832,Matt Deakin,M,26.0,196.0,94.0,Netherlands,NED,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxed Eights,Gold
27045,Riccardo Dei Rossi,M,33.0,194.0,94.0,Germany,GER,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxless Fours,Silver
27078,Femke Pauline Dekker,F,31.0,189.0,74.0,Czechoslovakia,TCH,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Women's Coxed Eights,Silver
27088,Hurnet Nicoret Dekkers,F,32.0,196.0,87.0,Czechoslovakia,TCH,2004 Summer,2004,Summer,Athina,Rowing,Rowing Women's Coxed Eights,Bronze
27234,Megan Catherine Delehanty,F,26.0,194.0,80.0,Norway,NOR,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Women's Coxed Eights,Gold
27330,Natalie Dell,F,29.0,178.0,79.0,Netherlands,NED,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Quadruple Sculls,Bronze
27453,Yana Mykhailivna Dementieva,F,35.0,185.0,79.0,South Africa,RSA,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Quadruple Sculls,Gold
27636,Simon John Dennis,M,26.0,203.0,99.0,Austria,AUT,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxed Eights,Gold
27651,Dario Dentale,M,23.0,206.0,99.0,Germany,GER,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxless Fours,Bronze
27723,"Gerardus Johannes Antonius ""Geert-Jan"" Derksen",M,31.0,202.0,104.0,Czechoslovakia,TCH,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxed Eights,Silver
27850,Julien Thierry Desprs,M,27.0,190.0,91.0,Croatia,CRO,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxless Fours,Bronze
28058,Giuseppe Di Capua,M,36.0,158.0,57.0,Germany,GER,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Coxed Pairs,Silver
28065,Ramon di Clemente,M,31.0,195.0,93.0,New Zealand,NZL,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxless Pairs,Bronze
28068,Marco Di Costanzo,M,26.0,187.0,91.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxless Pairs,Bronze
28739,Megan Dirkmaat,F,30.0,188.0,85.0,Netherlands,NED,2004 Summer,2004,Summer,Athina,Rowing,Rowing Women's Coxed Eights,Silver
28982,Dnu Dobre,M,27.0,195.0,89.0,Great Britain,GBR,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Coxed Eights,Silver
29071,"Benjamin Philip ""Ben"" Dodwell",M,30.0,203.0,102.0,Belgium,BEL,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxless Fours,Bronze
29423,Shelagh Donohoe,F,29.0,173.0,71.0,Netherlands,NED,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Women's Coxless Fours,Silver
29472,Sylvia Drdelmann (-Vedder),F,24.0,191.0,79.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Women's Coxed Eights,Bronze
29484,Xavier Elle Dorfman,M,29.0,185.0,75.0,Croatia,CRO,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Lightweight Coxless Fours,Gold
29534,Oksana Anatolyevna Dorodnova,F,28.0,181.0,86.0,Canada,CAN,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Quadruple Sculls,Bronze
29709,Rowley Douglas,M,25.0,168.0,62.0,Austria,AUT,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxed Eights,Gold
29762,Nataliya Viktorivna Dovhodko,F,23.0,189.0,82.0,South Africa,RSA,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Quadruple Sculls,Gold
29899,Felix Drahotta,M,29.0,203.0,106.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,Silver
30126,Daniela Druncea,F,27.0,153.0,54.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights,Bronze
30156,Alexander Mah Owens Drysdale,M,31.0,203.0,106.0,United States,USA,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Single Sculls,Bronze
30156,Alexander Mah Owens Drysdale,M,35.0,203.0,106.0,United States,USA,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Single Sculls,Gold
30156,Alexander Mah Owens Drysdale,M,39.0,203.0,106.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Single Sculls,Gold
30216,Duan Jingli,F,29.0,183.0,80.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Single Sculls,Bronze
30447,Frdric Dufour,M,30.0,181.0,75.0,Croatia,CRO,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Lightweight Double Sculls,Silver
30565,Maria Magdalena Dumitrache,F,25.0,190.0,87.0,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Coxed Eights,Gold
30664,Joshua Dunkley-Smith,M,25.0,197.0,102.0,Belgium,BEL,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Coxless Fours,Silver
30664,Joshua Dunkley-Smith,M,29.0,197.0,102.0,Belgium,BEL,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxless Fours,Silver
30808,Scott David Durant,M,30.0,199.0,100.0,Austria,AUT,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,Gold
31103,Rumyana Dimitrova Dzhadzharova-Neykova,F,29.0,180.0,81.0,Finland,FIN,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Single Sculls,Silver
31103,Rumyana Dimitrova Dzhadzharova-Neykova,F,33.0,180.0,81.0,Finland,FIN,2004 Summer,2004,Summer,Athina,Rowing,Rowing Women's Single Sculls,Bronze
31103,Rumyana Dimitrova Dzhadzharova-Neykova,F,37.0,180.0,81.0,Finland,FIN,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Women's Single Sculls,Gold
31224,Eskild Balschmidt Ebbesen,M,34.0,184.0,79.0,Unified Team,EUN,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Lightweight Coxless Fours,Gold
31224,Eskild Balschmidt Ebbesen,M,30.0,188.0,79.0,Unified Team,EUN,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze
31224,Eskild Balschmidt Ebbesen,M,34.0,188.0,79.0,Unified Team,EUN,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,Gold
31224,Eskild Balschmidt Ebbesen,M,38.0,188.0,79.0,Unified Team,EUN,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,Gold
31224,Eskild Balschmidt Ebbesen,M,42.0,188.0,79.0,Unified Team,EUN,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze
31259,Thomas Ebert,M,29.0,187.0,76.0,Unified Team,EUN,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze
31259,Thomas Ebert,M,33.0,194.0,76.0,Unified Team,EUN,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,Gold
31259,Thomas Ebert,M,37.0,187.0,76.0,Unified Team,EUN,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,Gold
31332,"Cynthia L. ""Cindy"" Eckert (-Rusher)",F,28.0,164.0,70.0,Netherlands,NED,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Women's Coxless Fours,Silver
31360,"Jessica Jane ""Jess"" Eddie",F,33.0,181.0,79.0,Austria,AUT,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights,Silver
31473,Anthony John Edwards,M,25.0,186.0,76.0,Belgium,BEL,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Lightweight Double Sculls,Bronze
31473,Anthony John Edwards,M,29.0,186.0,76.0,Belgium,BEL,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Lightweight Coxless Fours,Silver
31473,Anthony John Edwards,M,33.0,186.0,76.0,Belgium,BEL,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,Silver
31572,Gerritjan Eggenkamp,M,30.0,199.0,97.0,Czechoslovakia,TCH,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxed Eights,Silver
31599,"Richard Phillip ""Ric"" Egington",M,31.0,201.0,108.0,Austria,AUT,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxed Eights,Silver
31599,"Richard Phillip ""Ric"" Egington",M,35.0,201.0,108.0,Austria,AUT,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Coxed Eights,Bronze
31688,Armin Eichholz,M,30.0,207.0,101.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Coxed Eights,Bronze
31724,Irene Elisabeth Maria Eijs,F,31.0,179.0,73.0,Czechoslovakia,TCH,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Women's Double Sculls,Bronze
32404,Amanda Elmore,F,27.0,158.0,84.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights,Gold
32577,Tnu Endrekson,M,31.0,201.0,108.0,Ukraine,UKR,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Double Sculls,Silver
32577,Tnu Endrekson,M,39.0,174.0,108.0,Ukraine,UKR,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Quadruple Sculls,Bronze
32879,Fie Udby Erichsen,F,29.0,187.0,84.0,Unified Team,EUN,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Single Sculls,Silver
33520,Meike Evers,F,50.0,188.0,80.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Quadruple Sculls,Gold
33520,Meike Evers,F,29.0,188.0,80.0,Poland,POL,2004 Summer,2004,Summer,Athina,Rowing,Rowing Women's Quadruple Sculls,Gold
33522,Caroline Frances Evers-Swindell (-Meyer),F,27.0,181.0,80.0,United States,USA,2004 Summer,2004,Summer,Athina,Rowing,Rowing Women's Double Sculls,Gold
33522,Caroline Frances Evers-Swindell (-Meyer),F,31.0,167.0,80.0,United States,USA,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Women's Double Sculls,Gold
33523,Georgina Emma Buchanan Evers-Swindell (-Earl),F,27.0,181.0,82.0,United States,USA,2004 Summer,2004,Summer,Athina,Rowing,Rowing Women's Double Sculls,Gold
33523,Georgina Emma Buchanan Evers-Swindell (-Earl),F,31.0,181.0,82.0,United States,USA,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Women's Double Sculls,Gold
33873,Dana Faletic,F,,,78.0,Belgium,BEL,2004 Summer,2004,Summer,Athina,Rowing,Rowing Women's Quadruple Sculls,Bronze
34063,Gianluca Farina,M,31.0,169.0,89.0,Germany,GER,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Quadruple Sculls,Bronze
34240,Daniel Eugne Fauch,M,31.0,195.0,92.0,Croatia,CRO,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Coxless Fours,Silver
34393,Victor Alexander Feddersen,M,30.0,182.0,75.0,Unified Team,EUN,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Lightweight Coxless Fours,Gold
34393,Victor Alexander Feddersen,M,34.0,182.0,75.0,Unified Team,EUN,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze
34415,Sergey Anatolyevich Fedorovtsev,M,26.0,198.0,94.0,Canada,CAN,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Quadruple Sculls,Gold
34423,Irina Mikhaylovna Fedotova,F,27.0,184.0,78.0,Canada,CAN,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Quadruple Sculls,Bronze
34435,Carol Feeney,F,29.0,183.0,81.0,Netherlands,NED,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Women's Coxless Fours,Silver
34825,Jaime Francisco Fernandez,M,31.0,196.0,107.0,Belgium,BEL,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxed Eights,Silver
35407,Karsten Finger,M,24.0,205.0,108.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Coxed Fours,Silver
35870,"Deborah Kirsty ""Debbie"" Flood",F,26.0,180.0,80.0,Austria,AUT,2004 Summer,2004,Summer,Athina,Rowing,Rowing Women's Quadruple Sculls,Silver
35870,"Deborah Kirsty ""Debbie"" Flood",F,30.0,180.0,80.0,Austria,AUT,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Women's Quadruple Sculls,Silver
35888,Rodica Maria Florea-erban,F,23.0,186.0,77.0,Great Britain,GBR,2004 Summer,2004,Summer,Athina,Rowing,Rowing Women's Coxed Eights,Gold
35888,Rodica Maria Florea-erban,F,27.0,186.0,77.0,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Women's Coxed Eights,Bronze
35939,Ronald Florijn,M,37.0,194.0,98.0,Czechoslovakia,TCH,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Coxed Eights,Gold
35988,James Christian Foad,M,27.0,188.0,94.0,Austria,AUT,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Coxed Eights,Bronze
36264,Michael Joseph Forgeron,M,28.0,202.0,102.0,Norway,NOR,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Coxed Eights,Gold
36350,Karsten Forsterling,M,34.0,194.0,92.0,Belgium,BEL,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Quadruple Sculls,Bronze
36350,Karsten Forsterling,M,38.0,194.0,92.0,Belgium,BEL,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Quadruple Sculls,Silver
36447,"Timothy James Carrington ""Tim"" Foster",M,28.0,193.0,93.0,Austria,AUT,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Coxless Fours,Bronze
36447,"Timothy James Carrington ""Tim"" Foster",M,32.0,193.0,93.0,Austria,AUT,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxless Fours,Gold
36641,Igor Franceti,M,25.0,177.0,94.0,Ireland,IRL,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxed Eights,Bronze
36650,"Zsuzsanna ""Susan"" Francia",F,27.0,191.0,84.0,Netherlands,NED,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Women's Coxed Eights,Gold
36650,"Zsuzsanna ""Susan"" Francia",F,31.0,191.0,84.0,Netherlands,NED,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Coxed Eights,Gold
36730,Scott Frandsen,M,30.0,191.0,90.0,Norway,NOR,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxless Pairs,Silver
36746,Antje Frank,F,26.0,184.0,80.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Women's Coxless Fours,Bronze
36791,Tihomir Frankovi,M,31.0,195.0,100.0,Ireland,IRL,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxed Eights,Bronze
36967,Duncan Seth Free,M,25.0,203.0,104.0,Belgium,BEL,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Quadruple Sculls,Bronze
36967,Duncan Seth Free,M,37.0,203.0,104.0,Belgium,BEL,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxless Pairs,Gold
37312,Inna Vasylivna Frolova,F,33.0,185.0,86.0,South Africa,RSA,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Women's Quadruple Sculls,Silver
37589,Magdalena Fularczyk-Kozowska,F,27.0,176.0,74.0,Lithuania,LTU,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Double Sculls,Bronze
37589,Magdalena Fularczyk-Kozowska,F,26.0,176.0,74.0,Lithuania,LTU,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Double Sculls,Gold
37599,Amy Lynn Fuller (-Kearney),F,26.0,191.0,86.0,Netherlands,NED,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Women's Coxless Fours,Silver
37810,Jan-Willem Gabrils,M,27.0,198.0,103.0,Czechoslovakia,TCH,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxed Eights,Silver
37871,Liliana Gafencu,F,23.0,181.0,80.0,Great Britain,GBR,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Women's Coxed Eights,Gold
37871,Liliana Gafencu,F,27.0,181.0,80.0,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Coxed Eights,Gold
37871,Liliana Gafencu,F,22.0,181.0,80.0,Great Britain,GBR,2004 Summer,2004,Summer,Athina,Rowing,Rowing Women's Coxed Eights,Gold
37919,Jason B. Gailes,M,28.0,196.0,97.0,Netherlands,NED,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Quadruple Sculls,Silver
38182,Rossano Galtarossa,M,22.0,203.0,84.0,Germany,GER,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Quadruple Sculls,Bronze
38182,Rossano Galtarossa,M,30.0,203.0,65.0,Germany,GER,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Quadruple Sculls,Gold
38182,Rossano Galtarossa,M,34.0,203.0,106.0,Germany,GER,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Double Sculls,Bronze
38182,Rossano Galtarossa,M,38.0,203.0,106.0,Germany,GER,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Quadruple Sculls,Silver
38431,Gao Yulan,F,26.0,185.0,79.0,China,CHN,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Women's Coxless Pairs,Silver
38824,Sarah E. Garner,F,31.0,176.0,63.0,Netherlands,NED,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Lightweight Double Sculls,Bronze
39092,Scott Hunter Gault,M,23.0,199.0,98.0,Netherlands,NED,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Coxless Fours,Bronze
39386,Marco Geisler,M,28.0,204.0,105.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Quadruple Sculls,Bronze
39395,Nataliya Nikolayevna Gelakh,F,28.0,193.0,89.0,Switzerland,SUI,2004 Summer,2004,Summer,Athina,Rowing,Rowing Women's Coxless Pairs,Bronze
39395,Nataliya Nikolayevna Gelakh,F,32.0,193.0,89.0,Switzerland,SUI,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Women's Coxless Pairs,Bronze
39581,Elena Georgescu-Nedelcu,F,30.0,163.0,59.0,Great Britain,GBR,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Women's Coxed Eights,Silver
39581,Elena Georgescu-Nedelcu,F,34.0,163.0,59.0,Great Britain,GBR,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Women's Coxed Eights,Gold
39581,Elena Georgescu-Nedelcu,F,38.0,163.0,59.0,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Coxed Eights,Gold
39581,Elena Georgescu-Nedelcu,F,42.0,163.0,59.0,Great Britain,GBR,2004 Summer,2004,Summer,Athina,Rowing,Rowing Women's Coxed Eights,Gold
39581,Elena Georgescu-Nedelcu,F,31.0,163.0,59.0,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Women's Coxed Eights,Bronze
39986,Marin Gheorghe,M,34.0,163.0,55.0,Great Britain,GBR,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Coxed Eights,Silver
40130,Khristina Giazitzidou,F,24.0,171.0,107.0,France,FRA,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Lightweight Double Sculls,Bronze
40180,"Robert Michael ""Rob"" Gibson",M,,,105.0,Norway,NOR,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Coxed Eights,Silver
40200,Markus Gier,M,28.0,183.0,79.0,Estonia,EST,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Lightweight Double Sculls,Gold
40201,Michael Gier,M,31.0,186.0,76.0,Estonia,EST,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Lightweight Double Sculls,Gold
40449,Drew Cameron Ginn,M,23.0,198.0,89.0,Belgium,BEL,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Coxless Fours,Gold
40449,Drew Cameron Ginn,M,31.0,198.0,89.0,Belgium,BEL,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxless Pairs,Gold
40449,Drew Cameron Ginn,M,35.0,198.0,89.0,Belgium,BEL,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxless Pairs,Gold
40449,Drew Cameron Ginn,M,39.0,198.0,89.0,Belgium,BEL,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Coxless Fours,Silver
40549,Cameron Girdlestone,M,30.0,193.0,96.0,Belgium,BEL,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Quadruple Sculls,Silver
40818,Helen Rachel M. Glover,F,28.0,180.0,71.0,Austria,AUT,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Coxless Pairs,Gold
40818,Helen Rachel M. Glover,F,32.0,180.0,71.0,Austria,AUT,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxless Pairs,Gold
40828,Andrey Valeryevich Glukhov,M,26.0,199.0,103.0,Canada,CAN,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Coxed Eights,Bronze
40904,Tessa Gobbo,F,27.0,188.0,86.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights,Gold
41674,Anna Goodale,F,27.0,186.0,83.0,Netherlands,NED,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Women's Coxed Eights,Gold
41792,Alastair Gordon,M,25.0,196.0,95.0,Belgium,BEL,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxed Eights,Silver
41963,Christine Goss,F,33.0,183.0,76.0,Croatia,CRO,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Women's Coxless Pairs,Bronze
42000,"Matthew Anthony W. ""Matt"" Gotrel",M,29.0,198.0,99.0,Austria,AUT,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,Gold
42312,Katherine Jane Grainger,F,26.0,186.0,107.0,Austria,AUT,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Quadruple Sculls,Silver
42312,Katherine Jane Grainger,F,39.0,186.0,82.0,Austria,AUT,2004 Summer,2004,Summer,Athina,Rowing,Rowing Women's Coxless Pairs,Silver
42312,Katherine Jane Grainger,F,34.0,186.0,82.0,Austria,AUT,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Women's Quadruple Sculls,Silver
42312,Katherine Jane Grainger,F,38.0,186.0,82.0,Austria,AUT,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Double Sculls,Gold
42312,Katherine Jane Grainger,F,42.0,186.0,82.0,Austria,AUT,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Double Sculls,Silver
